Projeto|Identificador|Responsavel p/ Metadados|Data de preenchimento|MI|Índice de nomenclatura|Nome|Data de conclusão|Tipo da data de conclusão|Edição|Data da Edição|Tipo de recurso|Resumo|Propósito|Créditos|Escala|westBoundLongitude|southBoundLatitude|eastBoundLongitude|northBoundLatitude|Ponto de contato|EPSG|Datum Vertical|Catálogo de feições (Versão ET-EDGV)|PDF Carregado
|9de7a3be-c7e7-11df-b350-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2259-1-NO|SE-23-V-A-I-1-NO|RIBERÃO SAIA VELHA - SE-23-V-A-I-1-NO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.0|-16.125|-47.875|-16.0|Instituto Brasileiro de Geografia e Estatística|4326|||1
|d6a208e8-c7e7-11df-9568-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2258-2-NO|SE-22-X-B-III-2-NO|RIO ALAGADO - SE-22-X-B-III-2-NO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.25|-16.125|-48.125|-16.00|Instituto Brasileiro de Geografia e Estatística|4326|||1
|41218f18-c7e8-11df-82ea-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2214-2-NE|SD-22-Z-D-VI-2-NE|RIO DA PALMA - SD-22-Z-D-VI-2-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-15.625|-48.0|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|d6619a60-c7e7-11df-9208-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2258-1-NE|SE-22-X-B-III-1-NE|RIO DESCOBERTO - SE-22-X-B-III-1-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.375|-16.125|-48.25|-16.0|Instituto Brasileiro de Geografia e Estatística|4326|||1
|b09111ae-d191-43d6-a9d9-8768d7fc5379|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-3-NO|SF-21-Z-B-IV-3-NO|RIO EMBOSCADA - SF-21-Z-B-IV-3-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-15|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-22.875|-55.375|-22.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|74c50e36-c7e7-11df-9db6-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-3-SO|SD-23-Y-C-V-3-SO|RIO JARDIM - SD-23-Y-C-V-3-SO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.5|-16.0|-47.375|-15.875|Instituto Brasileiro de Geografia e Estatística|4326|||1
|f92441fe-46fb-f6de-0cbc-b275cf03c653|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|12/12/2022|2751-4-NO|SF-21-Z-D-II-4-NO|RIO MARACAÍ - SF-21-Z-D-II-4-NO - 25.000|12/12/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-23.375|-54.625|-23.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|7525e0f8-c7e7-11df-88cb-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-4-NO|SD-23-Y-C-IV-4-NO|RIO PARANOÁ - SD-23-Y-C-IV-4-NO - 25.000|01/01/1984|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.75|-15.875|-47.625|-15.75|Instituto Brasileiro de Geografia e Estatística|4326|||1
|74140f14-c7e7-11df-8c6d-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2216-1-SE|SD-23-Y-C-V-1-SE|RIO PRETO - SD-23-Y-C-V-1-SE - 25.000|01/01/1988|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.375|-15.75|-47.25|-15.625|Instituto Brasileiro de Geografia e Estatística|4326|||1
|75360a32-c7e7-11df-b701-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-4-SO|SD-23-Y-C-IV-4-SO|RIO SÃO BARTOLOMEU - SD-23-Y-C-IV-4-SO - 25.000|01/01/1984|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.75|-16.0|-47.625|-15.875|Instituto Brasileiro de Geografia e Estatística|4326|||1
|75566552-c7e7-11df-8b22-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-1-NE|SD-23-Y-C-IV-1-NE|RIO SONHIM - SD-23-Y-C-IV-1-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.875|-15.625|-47.75|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|7a31d01d-130e-a807-cf8d-324da15428dd|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-3-SO|SF-21-Z-B-IV-3-SO|RIO VERDE DO SUL - SF-21-Z-B-IV-3-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-15|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.000|-55.375|-22.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|db5c1f6d-c709-7251-0d68-0c81065c8b72|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2750-3-NO|SF-21-Z-D-I-3-NO|SANGA BARRANCA - SF-21-Z-D-I-3-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.375|-55.375|-23.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|7a362050-51a6-256d-cb5b-2c55a5e3288b|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2720-2-SE|SF-21-Z-A-VI-2-SE|SANGA PUITÃ-SE - SF-21-Z-A-VI-2-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.625|-22.750|-55.500|-22.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|591676cc-cc05-0c6b-f31e-48cd3521beeb|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2720-2-SO|SF-21-Z-A-VI-2-SO|SANGA PUITÃ-SO - SF-21-Z-A-VI-2-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.750000|-22.750|-55.62500|-22.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|4172362a-c7e8-11df-bd40-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2214-3-SE|SD-22-Z-D-VI-3-SE|SANTO ANTÔNIO DO DESCOBERTO - SD-22-Z-D-VI-3-SE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.375|-16.0|-48.25|-15.875|Instituto Brasileiro de Geografia e Estatística|4326|||1
|4434138c-918d-cd0a-001a-bed55359e113|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-1-SO|SF-21-Z-B-IV-1-SO|SÃO LUÍS - SF-21-Z-B-IV-1-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-22.750|-55.375|-22.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|9e58a9ec-c7e7-11df-907f-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2260-2-NO|SE-23-V-A-II-2-NO|SERRA DO MONTE BELO - SE-23-V-A-II-2-NO - 25.000|01/01/1978||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.25|-16.125|-47.125|-16.0|2º Centro de Geoinformação|4326|||1
|03a00cab-b83d-142b-189f-b36b39ffde76|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-4-SE|SF-21-Z-D-IV-4-SE|SETE QUEDAS - SF-21-Z-D-IV-4-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.125|-24.000|-55.000|-23.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|7596db28-c7e7-11df-be01-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-1-SE|SD-23-Y-C-IV-1-SE|SOBRADINHO-SE - SD-23-Y-C-IV-1-SE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.875|-15.75|-47.75|-15.625|Instituto Brasileiro de Geografia e Estatística|4326|||1
|7586d1ec-c7e7-11df-b5a2-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-1-SO|SD-23-Y-C-IV-1-SO|SOBRADINHO-SO - SD-23-Y-C-IV-1-SO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.0|-15.75|-47.875|-15.625|Instituto Brasileiro de Geografia e Estatística|4326|||1
|711c86cf-cc72-9cab-7556-e915cfd5ae6b|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-2-SE|SF-21-Z-D-IV-2-SE|TACURU - SF-21-Z-D-IV-2-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.125|-23.750|-55.000|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|40c0f8c4-c7e8-11df-a9a6-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2214-4-NE|SD-22-Z-D-VI-4-NE|TAGUATINGA - SD-22-Z-D-VI-4-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-15.875|-48.0|-15.75|Instituto Brasileiro de Geografia e Estatística|4326|||1
|e8a9b684-ee29-ce01-6192-7b9c80c8962b|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-4-NO|SF-21-Z-D-IV-4-NO|TAKUARATY YVYKUARUSU - SF-21-Z-D-IV-4-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-11-08|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.250|-23.875|-55.125|-23.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|1e35f69c-bb23-339a-bce3-3ca5b49239fc|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-1-SE|SF-21-Z-D-IV-1-SE|TERRA INDIGENA ARROIO-KORÁ - SF-21-Z-D-IV-1-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-23.750|-55.250|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|fdccd508-3225-e62e-bc85-f5aa9d3a85f7|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-3-NE|SF-21-Z-D-IV-3-NE|TERRA INDIGENA ARROIO-KORÁ-S - SF-21-Z-D-IV-3-NE - 25.000|02/08/2022|criacao|1ª Edição|2022-11-08|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-23.875|-55.250|-23.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|c968cc12-f07f-5093-9def-44e42a98604c|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2722-1-NO|SF-21-Z-B-V-1-NO|TERRA INDÍGENA CAARAPÓ - SF-21-Z-B-V-1-NO - 25.000|02/08/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.0|-22.625|-54.875|-22.5|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|641fbc46-4390-10d7-cedf-4b75d58fd00a|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2722−1−NO|SF−21−Z−B−V−1−NO|TERRA INDÍGENA CAARAPÓ - SF−21−Z−B−V−1−NO - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-22.625|-54.875|-22.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|9f79a153-a704-ca4d-a40f-5691f41e386c|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-1-SO|SF-21-Z-D-V-1-SO|TERRA INDÍGENA JARARA - SF-21-Z-D-V-1-SO - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-23.750|-54.875|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|f0cfe36e-b5d3-a24c-b184-3b4eeb16da9a|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-3-SE|SF-21-Z-D-IV-3-SE|TERRA INDÍGENA PIRAJUÍ - SF-21-Z-D-IV-3-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-24.000|-55.250|-23.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|c5c6ee50-3291-ab96-a768-3cdf505562ad|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-1-NE|SF-21-Z-D-V-1-NE|TERRA INDÍGENA SASSORÓ - SF-21-Z-D-V-1-NE - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.875|-23.625|-54.750|-23.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|28c9c836-2c04-8169-2f68-62278a9850ad|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2750-1-SO|SF-21-Z-D-I-1-SO|TERRA INDÍGENA TAQUAPERI - SF-21-Z-D-I-1-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.250|-55.375|-23.125|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|487c8459-b855-8dc4-7fca-1888c1459ddb|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2775-2-SE|SF-21-Z-C-VI-2-SE|TERRA INDÍGENA YPOI TRIUNFO-O - SF-21-Z-C-VI-2-SE - 25.000|14/10/2022|criacao|1ª Edição|2022-10-14|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.625|-23.750|-55.500|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|4c631464-bc3f-cd53-d1ba-8aebeb003bd4|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-3-NO|SF-21-Z-D-IV-3-NO|TERRA INDÍGENA YPOI TRIUNFO-S - SF-21-Z-D-IV-3-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-11-08|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.875|-55.375|-23.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|ac63d7c8-bc72-4339-b213-b160281410c3|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-1-SO|SF-21-Z-D-IV-1-SO|TERRA INDIGENA YPO/TRIUNFO - SF-21-Z-D-IV-1-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.750|-55.375|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|4df09392-ebb9-32f2-2b3f-5acbf485293a|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-2-NO|SF-21-Z-D-V-2-NO|T I IGUATEMIPEGUÁ I − S - SF-21-Z-D-V-2-NO - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-23.625|-54.625|-23.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|054e5275-7b3e-e1ba-9ab6-79ac73c71474|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|12/12/2022|2751-4-SO|SF-21-Z-D-II-4-SO|TI IGUATEMIPEGUÁ - SF-21-Z-D-II-4-SO - 25.000|12/12/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-23.500|-54.625|-23.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|75d735a6-c7e7-11df-8dbc-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-2-SO|SD-23-Y-C-IV-2-SO|VALE DO AMANHECER - SD-23-Y-C-IV-2-SO - 25.000|01/01/1988|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.75|-15.75|-47.625|-15.625|Instituto Brasileiro de Geografia e Estatística|4326|||1
|ff1b5d6d-191e-eb14-5c41-a0e05300387f|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-4-NO|SF-21-Z-D-V-4-NO|VILA CARIOCA - SF-21-Z-D-V-4-NO - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-23.875|-54.625|-23.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
